asset_software_id,asset_id,vendor,product,version,cpe,install_source
30265,A05019,apache,http_server,1.0,cpe:2.3:a:apache:http_server:1.0:*:*:*:*:*:*:*,package-manager
30266,A05019,openssl,openssl,2.1,cpe:2.3:a:openssl:openssl:2.1:*:*:*:*:*:*:*,golden-image
30267,A05020,microsoft,sql_server,1.0,cpe:2.3:a:microsoft:sql_server:1.0:*:*:*:*:*:*:*,golden-image
30268,A05020,mysql,mysql,12.0,cpe:2.3:a:oracle:mysql:12.0:*:*:*:*:*:*:*,package-manager
30269,A05020,apache,http_server,9.0,cpe:2.3:a:apache:http_server:9.0:*:*:*:*:*:*:*,package-manager
30270,A05020,kubernetes,kubernetes,2019,cpe:2.3:a:kubernetes:kubernetes:2019:*:*:*:*:*:*:*,package-manager
30271,A05020,microsoft,windows_server,11.0,cpe:2.3:o:microsoft:windows_server:11.0:*:*:*:*:*:*:*,golden-image
30272,A05020,nginx,nginx,9.0,cpe:2.3:a:nginx:nginx:9.0:*:*:*:*:*:*:*,golden-image
30273,A05020,vmware,esxi,2.0,cpe:2.3:o:vmware:esxi:2.0:*:*:*:*:*:*:*,golden-image
30274,A05020,redhat,enterprise_linux,11.0,cpe:2.3:o:redhat:enterprise_linux:11.0:*:*:*:*:*:*:*,golden-image
30275,A05020,elastic,elasticsearch,9.0,cpe:2.3:a:elastic:elasticsearch:9.0:*:*:*:*:*:*:*,golden-image
30276,A05021,vmware,esxi,4.0,cpe:2.3:o:vmware:esxi:4.0:*:*:*:*:*:*:*,manual
30277,A05021,kibana,kibana,9.0,cpe:2.3:a:elastic:kibana:9.0:*:*:*:*:*:*:*,golden-image
30278,A05021,nginx,nginx,8.0,cpe:2.3:a:nginx:nginx:8.0:*:*:*:*:*:*:*,package-manager
30279,A05021,ubuntu,linux,5.0,cpe:2.3:o:canonical:ubuntu_linux:5.0:*:*:*:*:*:*:*,golden-image
30280,A05021,openssl,openssl,2.0,cpe:2.3:a:openssl:openssl:2.0:*:*:*:*:*:*:*,package-manager
30281,A05021,apache,http_server,2022,cpe:2.3:a:apache:http_server:2022:*:*:*:*:*:*:*,package-manager
30282,A05021,microsoft,sql_server,2.1,cpe:2.3:a:microsoft:sql_server:2.1:*:*:*:*:*:*:*,package-manager
30283,A05021,microsoft,windows_server,1.0,cpe:2.3:o:microsoft:windows_server:1.0:*:*:*:*:*:*:*,package-manager
30284,A05022,redhat,enterprise_linux,7.0,cpe:2.3:o:redhat:enterprise_linux:7.0:*:*:*:*:*:*:*,manual
30285,A05022,microsoft,windows_server,3.0,cpe:2.3:o:microsoft:windows_server:3.0:*:*:*:*:*:*:*,package-manager
30286,A05022,kibana,kibana,6.0,cpe:2.3:a:elastic:kibana:6.0:*:*:*:*:*:*:*,golden-image
30287,A05022,vmware,esxi,2022,cpe:2.3:o:vmware:esxi:2022:*:*:*:*:*:*:*,package-manager
30288,A05022,openssl,openssl,11.0,cpe:2.3:a:openssl:openssl:11.0:*:*:*:*:*:*:*,golden-image
30289,A05022,elastic,elasticsearch,2016,cpe:2.3:a:elastic:elasticsearch:2016:*:*:*:*:*:*:*,golden-image
30290,A05022,mysql,mysql,2.1,cpe:2.3:a:oracle:mysql:2.1:*:*:*:*:*:*:*,manual
30291,A05022,apache,http_server,12.0,cpe:2.3:a:apache:http_server:12.0:*:*:*:*:*:*:*,golden-image
30292,A05022,nginx,nginx,12.0,cpe:2.3:a:nginx:nginx:12.0:*:*:*:*:*:*:*,golden-image
30293,A05023,openssl,openssl,5.0,cpe:2.3:a:openssl:openssl:5.0:*:*:*:*:*:*:*,golden-image
30294,A05023,microsoft,sql_server,10.0,cpe:2.3:a:microsoft:sql_server:10.0:*:*:*:*:*:*:*,golden-image
30295,A05023,vmware,esxi,2.1,cpe:2.3:o:vmware:esxi:2.1:*:*:*:*:*:*:*,golden-image
30296,A05023,elastic,elasticsearch,2016,cpe:2.3:a:elastic:elasticsearch:2016:*:*:*:*:*:*:*,manual
30297,A05023,redhat,enterprise_linux,2019,cpe:2.3:o:redhat:enterprise_linux:2019:*:*:*:*:*:*:*,package-manager
30298,A05024,mysql,mysql,9.0,cpe:2.3:a:oracle:mysql:9.0:*:*:*:*:*:*:*,golden-image
30299,A05024,redhat,enterprise_linux,2.1,cpe:2.3:o:redhat:enterprise_linux:2.1:*:*:*:*:*:*:*,package-manager
30300,A05024,docker,engine,8.0,cpe:2.3:a:docker:docker:8.0:*:*:*:*:*:*:*,package-manager
30301,A05024,ubuntu,linux,5.0,cpe:2.3:o:canonical:ubuntu_linux:5.0:*:*:*:*:*:*:*,manual
30302,A05024,nginx,nginx,4.0,cpe:2.3:a:nginx:nginx:4.0:*:*:*:*:*:*:*,golden-image
30303,A05025,nginx,nginx,3.1,cpe:2.3:a:nginx:nginx:3.1:*:*:*:*:*:*:*,golden-image
30304,A05025,vmware,esxi,11.0,cpe:2.3:o:vmware:esxi:11.0:*:*:*:*:*:*:*,manual
30305,A05025,mysql,mysql,6.0,cpe:2.3:a:oracle:mysql:6.0:*:*:*:*:*:*:*,manual
30306,A05025,docker,engine,2019,cpe:2.3:a:docker:docker:2019:*:*:*:*:*:*:*,manual
30307,A05025,microsoft,sql_server,1.0,cpe:2.3:a:microsoft:sql_server:1.0:*:*:*:*:*:*:*,golden-image
30308,A05025,openssl,openssl,3.1,cpe:2.3:a:openssl:openssl:3.1:*:*:*:*:*:*:*,golden-image
30309,A05025,kubernetes,kubernetes,8.0,cpe:2.3:a:kubernetes:kubernetes:8.0:*:*:*:*:*:*:*,golden-image
30310,A05025,postgresql,postgresql,2.0,cpe:2.3:a:postgresql:postgresql:2.0:*:*:*:*:*:*:*,golden-image
30311,A05025,ubuntu,linux,2019,cpe:2.3:o:canonical:ubuntu_linux:2019:*:*:*:*:*:*:*,package-manager
30312,A05026,microsoft,windows_server,12.0,cpe:2.3:o:microsoft:windows_server:12.0:*:*:*:*:*:*:*,golden-image
30313,A05026,microsoft,sql_server,10.0,cpe:2.3:a:microsoft:sql_server:10.0:*:*:*:*:*:*:*,golden-image
30314,A05026,elastic,elasticsearch,9.0,cpe:2.3:a:elastic:elasticsearch:9.0:*:*:*:*:*:*:*,package-manager
30315,A05026,kibana,kibana,2.1,cpe:2.3:a:elastic:kibana:2.1:*:*:*:*:*:*:*,golden-image
30316,A05026,vmware,esxi,1.2,cpe:2.3:o:vmware:esxi:1.2:*:*:*:*:*:*:*,package-manager
30317,A05026,postgresql,postgresql,9.0,cpe:2.3:a:postgresql:postgresql:9.0:*:*:*:*:*:*:*,golden-image
30318,A05026,mysql,mysql,1.0,cpe:2.3:a:oracle:mysql:1.0:*:*:*:*:*:*:*,golden-image
30319,A05026,openssl,openssl,3.0,cpe:2.3:a:openssl:openssl:3.0:*:*:*:*:*:*:*,package-manager
30320,A05026,kubernetes,kubernetes,3.0,cpe:2.3:a:kubernetes:kubernetes:3.0:*:*:*:*:*:*:*,golden-image
30321,A05027,redhat,enterprise_linux,11.0,cpe:2.3:o:redhat:enterprise_linux:11.0:*:*:*:*:*:*:*,golden-image
30322,A05027,microsoft,windows_server,5.0,cpe:2.3:o:microsoft:windows_server:5.0:*:*:*:*:*:*:*,golden-image
30323,A05027,postgresql,postgresql,11.0,cpe:2.3:a:postgresql:postgresql:11.0:*:*:*:*:*:*:*,golden-image
30324,A05027,vmware,esxi,8.0,cpe:2.3:o:vmware:esxi:8.0:*:*:*:*:*:*:*,package-manager
30325,A05028,microsoft,windows_server,3.1,cpe:2.3:o:microsoft:windows_server:3.1:*:*:*:*:*:*:*,package-manager
30326,A05028,vmware,esxi,5.0,cpe:2.3:o:vmware:esxi:5.0:*:*:*:*:*:*:*,package-manager
30327,A05028,elastic,elasticsearch,9.0,cpe:2.3:a:elastic:elasticsearch:9.0:*:*:*:*:*:*:*,golden-image
30328,A05028,kubernetes,kubernetes,12.0,cpe:2.3:a:kubernetes:kubernetes:12.0:*:*:*:*:*:*:*,golden-image
30329,A05028,ubuntu,linux,2016,cpe:2.3:o:canonical:ubuntu_linux:2016:*:*:*:*:*:*:*,golden-image
30330,A05028,nginx,nginx,2022,cpe:2.3:a:nginx:nginx:2022:*:*:*:*:*:*:*,golden-image
30331,A05028,apache,http_server,5.0,cpe:2.3:a:apache:http_server:5.0:*:*:*:*:*:*:*,package-manager
30332,A05029,vmware,esxi,2019,cpe:2.3:o:vmware:esxi:2019:*:*:*:*:*:*:*,golden-image
30333,A05029,apache,http_server,1.0,cpe:2.3:a:apache:http_server:1.0:*:*:*:*:*:*:*,package-manager
30334,A05029,kubernetes,kubernetes,12.0,cpe:2.3:a:kubernetes:kubernetes:12.0:*:*:*:*:*:*:*,golden-image
30335,A05030,redhat,enterprise_linux,6.0,cpe:2.3:o:redhat:enterprise_linux:6.0:*:*:*:*:*:*:*,golden-image
30336,A05030,kubernetes,kubernetes,3.1,cpe:2.3:a:kubernetes:kubernetes:3.1:*:*:*:*:*:*:*,golden-image
30337,A05030,vmware,esxi,2019,cpe:2.3:o:vmware:esxi:2019:*:*:*:*:*:*:*,package-manager
30338,A05030,microsoft,sql_server,3.0,cpe:2.3:a:microsoft:sql_server:3.0:*:*:*:*:*:*:*,package-manager
30339,A05030,elastic,elasticsearch,3.0,cpe:2.3:a:elastic:elasticsearch:3.0:*:*:*:*:*:*:*,package-manager
30340,A05030,microsoft,windows_server,2016,cpe:2.3:o:microsoft:windows_server:2016:*:*:*:*:*:*:*,package-manager
30341,A05030,ubuntu,linux,1.0,cpe:2.3:o:canonical:ubuntu_linux:1.0:*:*:*:*:*:*:*,golden-image
30342,A05030,docker,engine,unknown,cpe:2.3:a:docker:docker:11.0:*:*:*:*:*:*:*,manual
30343,A05030,postgresql,postgresql,1.1,cpe:2.3:a:postgresql:postgresql:1.1:*:*:*:*:*:*:*,package-manager
30344,A05031,openssl,openssl,5.0,cpe:2.3:a:openssl:openssl:5.0:*:*:*:*:*:*:*,package-manager
30345,A05031,postgresql,postgresql,2.1,cpe:2.3:a:postgresql:postgresql:2.1:*:*:*:*:*:*:*,package-manager
30346,A05031,docker,engine,3.0,cpe:2.3:a:docker:docker:3.0:*:*:*:*:*:*:*,manual
30347,A05031,apache,http_server,3.0,cpe:2.3:a:apache:http_server:3.0:*:*:*:*:*:*:*,package-manager
30348,A05031,nginx,nginx,1.0,cpe:2.3:a:nginx:nginx:1.0:*:*:*:*:*:*:*,golden-image
30349,A05031,elastic,elasticsearch,1.0,cpe:2.3:a:elastic:elasticsearch:1.0:*:*:*:*:*:*:*,package-manager
30350,A05031,redhat,enterprise_linux,3.1,cpe:2.3:o:redhat:enterprise_linux:3.1:*:*:*:*:*:*:*,package-manager
30351,A05031,kibana,kibana,1.2,cpe:2.3:a:elastic:kibana:1.2:*:*:*:*:*:*:*,golden-image
30352,A05032,postgresql,postgresql,11.0,cpe:2.3:a:postgresql:postgresql:11.0:*:*:*:*:*:*:*,package-manager
30353,A05032,docker,engine,4.0,cpe:2.3:a:docker:docker:4.0:*:*:*:*:*:*:*,package-manager
30354,A05032,microsoft,sql_server,1.1,cpe:2.3:a:microsoft:sql_server:1.1:*:*:*:*:*:*:*,golden-image
30355,A05032,microsoft,windows_server,2019,cpe:2.3:o:microsoft:windows_server:2019:*:*:*:*:*:*:*,package-manager
30356,A05032,kubernetes,kubernetes,2.1,cpe:2.3:a:kubernetes:kubernetes:2.1:*:*:*:*:*:*:*,package-manager
30357,A05033,microsoft,windows_server,3.0,cpe:2.3:o:microsoft:windows_server:3.0:*:*:*:*:*:*:*,package-manager
30358,A05033,nginx,nginx,11.0,cpe:2.3:a:nginx:nginx:11.0:*:*:*:*:*:*:*,golden-image
30359,A05033,redhat,enterprise_linux,3.1,cpe:2.3:o:redhat:enterprise_linux:3.1:*:*:*:*:*:*:*,package-manager
30360,A05033,mysql,mysql,4.0,cpe:2.3:a:oracle:mysql:4.0:*:*:*:*:*:*:*,golden-image
30361,A05033,elastic,elasticsearch,2022,cpe:2.3:a:elastic:elasticsearch:2022:*:*:*:*:*:*:*,golden-image
30362,A05033,apache,http_server,2022,cpe:2.3:a:apache:http_server:2022:*:*:*:*:*:*:*,golden-image
30363,A05033,postgresql,postgresql,2016,cpe:2.3:a:postgresql:postgresql:2016:*:*:*:*:*:*:*,golden-image
30364,A05034,kibana,kibana,11.0,cpe:2.3:a:elastic:kibana:11.0:*:*:*:*:*:*:*,golden-image
30365,A05034,microsoft,sql_server,1.1,cpe:2.3:a:microsoft:sql_server:1.1:*:*:*:*:*:*:*,package-manager
30366,A05034,microsoft,windows_server,3.0,cpe:2.3:o:microsoft:windows_server:3.0:*:*:*:*:*:*:*,manual
30367,A05035,redhat,enterprise_linux,11.0,cpe:2.3:o:redhat:enterprise_linux:11.0:*:*:*:*:*:*:*,golden-image
30368,A05035,openssl,openssl,7.0,cpe:2.3:a:openssl:openssl:7.0:*:*:*:*:*:*:*,golden-image
30369,A05035,microsoft,sql_server,3.0,cpe:2.3:a:microsoft:sql_server:3.0:*:*:*:*:*:*:*,golden-image
30370,A05035,apache,http_server,1.0,cpe:2.3:a:apache:http_server:1.0:*:*:*:*:*:*:*,package-manager
30371,A05035,docker,engine,12.0,cpe:2.3:a:docker:docker:12.0:*:*:*:*:*:*:*,golden-image
30372,A05036,microsoft,sql_server,2019,cpe:2.3:a:microsoft:sql_server:2019:*:*:*:*:*:*:*,package-manager
30373,A05036,postgresql,postgresql,1.2,cpe:2.3:a:postgresql:postgresql:1.2:*:*:*:*:*:*:*,package-manager
30374,A05036,redhat,enterprise_linux,10.0,cpe:2.3:o:redhat:enterprise_linux:10.0:*:*:*:*:*:*:*,golden-image
30375,A05036,ubuntu,linux,7.0,cpe:2.3:o:canonical:ubuntu_linux:7.0:*:*:*:*:*:*:*,package-manager
30376,A05036,apache,http_server,7.0,cpe:2.3:a:apache:http_server:7.0:*:*:*:*:*:*:*,golden-image
30377,A05036,microsoft,windows_server,2022,cpe:2.3:o:microsoft:windows_server:2022:*:*:*:*:*:*:*,golden-image
30378,A05036,nginx,nginx,2022,cpe:2.3:a:nginx:nginx:2022:*:*:*:*:*:*:*,golden-image
30379,A05036,openssl,openssl,12.0,cpe:2.3:a:openssl:openssl:12.0:*:*:*:*:*:*:*,golden-image
30380,A05036,kubernetes,kubernetes,2.0,cpe:2.3:a:kubernetes:kubernetes:2.0:*:*:*:*:*:*:*,golden-image
30381,A05037,ubuntu,linux,12.0,cpe:2.3:o:canonical:ubuntu_linux:12.0:*:*:*:*:*:*:*,golden-image
30382,A05037,vmware,esxi,1.1,cpe:2.3:o:vmware:esxi:1.1:*:*:*:*:*:*:*,golden-image
30383,A05037,redhat,enterprise_linux,2016,cpe:2.3:o:redhat:enterprise_linux:2016:*:*:*:*:*:*:*,package-manager
30384,A05037,postgresql,postgresql,2022,cpe:2.3:a:postgresql:postgresql:2022:*:*:*:*:*:*:*,package-manager
30385,A05037,microsoft,windows_server,2016,cpe:2.3:o:microsoft:windows_server:2016:*:*:*:*:*:*:*,golden-image
30386,A05037,microsoft,sql_server,4.0,cpe:2.3:a:microsoft:sql_server:4.0:*:*:*:*:*:*:*,golden-image
30387,A05038,mysql,mysql,12.0,cpe:2.3:a:oracle:mysql:12.0:*:*:*:*:*:*:*,golden-image
30388,A05038,elastic,elasticsearch,1.1,cpe:2.3:a:elastic:elasticsearch:1.1:*:*:*:*:*:*:*,manual
30389,A05038,microsoft,windows_server,2.1,cpe:2.3:o:microsoft:windows_server:2.1:*:*:*:*:*:*:*,package-manager
30390,A05038,vmware,esxi,1.1,cpe:2.3:o:vmware:esxi:1.1:*:*:*:*:*:*:*,golden-image
30391,A05038,ubuntu,linux,4.0,cpe:2.3:o:canonical:ubuntu_linux:4.0:*:*:*:*:*:*:*,manual
30392,A05039,microsoft,sql_server,1.2,cpe:2.3:a:microsoft:sql_server:1.2:*:*:*:*:*:*:*,package-manager
30393,A05039,kibana,kibana,2019,cpe:2.3:a:elastic:kibana:2019:*:*:*:*:*:*:*,package-manager
30394,A05039,openssl,openssl,2019,,golden-image
30395,A05039,microsoft,windows_server,12.0,cpe:2.3:o:microsoft:windows_server:12.0:*:*:*:*:*:*:*,manual
30396,A05040,ubuntu,linux,2.1,cpe:2.3:o:canonical:ubuntu_linux:2.1:*:*:*:*:*:*:*,golden-image
30397,A05040,elastic,elasticsearch,2.1,cpe:2.3:a:elastic:elasticsearch:2.1:*:*:*:*:*:*:*,package-manager
30398,A05040,mysql,mysql,8.0,cpe:2.3:a:oracle:mysql:8.0:*:*:*:*:*:*:*,golden-image
30399,A05040,apache,http_server,2.1,cpe:2.3:a:apache:http_server:2.1:*:*:*:*:*:*:*,golden-image
30400,A05041,openssl,openssl,8.0,cpe:2.3:a:openssl:openssl:8.0:*:*:*:*:*:*:*,manual
30401,A05041,postgresql,postgresql,4.0,cpe:2.3:a:postgresql:postgresql:4.0:*:*:*:*:*:*:*,package-manager
30402,A05041,redhat,enterprise_linux,2016,cpe:2.3:o:redhat:enterprise_linux:2016:*:*:*:*:*:*:*,package-manager
30403,A05041,microsoft,windows_server,10.0,cpe:2.3:o:microsoft:windows_server:10.0:*:*:*:*:*:*:*,package-manager
30404,A05041,ubuntu,linux,8.0,cpe:2.3:o:canonical:ubuntu_linux:8.0:*:*:*:*:*:*:*,package-manager
30405,A05041,kibana,kibana,10.0,cpe:2.3:a:elastic:kibana:10.0:*:*:*:*:*:*:*,golden-image
30406,A05041,nginx,nginx,5.0,cpe:2.3:a:nginx:nginx:5.0:*:*:*:*:*:*:*,package-manager
30407,A05041,kubernetes,kubernetes,5.0,cpe:2.3:a:kubernetes:kubernetes:5.0:*:*:*:*:*:*:*,package-manager
30408,A05041,apache,http_server,5.0,cpe:2.3:a:apache:http_server:5.0:*:*:*:*:*:*:*,package-manager
30409,A05042,vmware,esxi,6.0,cpe:2.3:o:vmware:esxi:6.0:*:*:*:*:*:*:*,golden-image
30410,A05042,kubernetes,kubernetes,11.0,cpe:2.3:a:kubernetes:kubernetes:11.0:*:*:*:*:*:*:*,golden-image
30411,A05042,ubuntu,linux,4.0,cpe:2.3:o:canonical:ubuntu_linux:4.0:*:*:*:*:*:*:*,golden-image
30412,A05042,openssl,openssl,8.0,cpe:2.3:a:openssl:openssl:8.0:*:*:*:*:*:*:*,golden-image
30413,A05042,postgresql,postgresql,2.1,cpe:2.3:a:postgresql:postgresql:2.1:*:*:*:*:*:*:*,manual
30414,A05042,mysql,mysql,11.0,cpe:2.3:a:oracle:mysql:11.0:*:*:*:*:*:*:*,golden-image
30415,A05042,nginx,nginx,5.0,cpe:2.3:a:nginx:nginx:5.0:*:*:*:*:*:*:*,package-manager
30416,A05042,apache,http_server,6.0,cpe:2.3:a:apache:http_server:6.0:*:*:*:*:*:*:*,golden-image
30417,A05043,elastic,elasticsearch,5.0,cpe:2.3:a:elastic:elasticsearch:5.0:*:*:*:*:*:*:*,package-manager
30418,A05043,apache,http_server,9.0,cpe:2.3:a:apache:http_server:9.0:*:*:*:*:*:*:*,package-manager
30419,A05043,postgresql,postgresql,2.1,cpe:2.3:a:postgresql:postgresql:2.1:*:*:*:*:*:*:*,package-manager
30420,A05043,vmware,esxi,2019,cpe:2.3:o:vmware:esxi:2019:*:*:*:*:*:*:*,package-manager
30421,A05043,redhat,enterprise_linux,2022,cpe:2.3:o:redhat:enterprise_linux:2022:*:*:*:*:*:*:*,package-manager
30422,A05043,docker,engine,5.0,cpe:2.3:a:docker:docker:5.0:*:*:*:*:*:*:*,golden-image
30423,A05044,redhat,enterprise_linux,6.0,cpe:2.3:o:redhat:enterprise_linux:6.0:*:*:*:*:*:*:*,golden-image
30424,A05044,microsoft,windows_server,2016,cpe:2.3:o:microsoft:windows_server:2016:*:*:*:*:*:*:*,manual
30425,A05044,nginx,nginx,7.0,cpe:2.3:a:nginx:nginx:7.0:*:*:*:*:*:*:*,golden-image
30426,A05044,vmware,esxi,2016,cpe:2.3:o:vmware:esxi:2016:*:*:*:*:*:*:*,package-manager
30427,A05044,microsoft,sql_server,2022,cpe:2.3:a:microsoft:sql_server:2022:*:*:*:*:*:*:*,package-manager
30428,A05044,kibana,kibana,11.0,cpe:2.3:a:elastic:kibana:11.0:*:*:*:*:*:*:*,golden-image
30429,A05044,apache,http_server,2022,cpe:2.3:a:apache:http_server:2022:*:*:*:*:*:*:*,golden-image
30430,A05044,ubuntu,linux,2.1,cpe:2.3:o:canonical:ubuntu_linux:2.1:*:*:*:*:*:*:*,golden-image
30431,A05045,postgresql,postgresql,6.0,cpe:2.3:a:postgresql:postgresql:6.0:*:*:*:*:*:*:*,golden-image
30432,A05045,microsoft,windows_server,2016,cpe:2.3:o:microsoft:windows_server:2016:*:*:*:*:*:*:*,package-manager
30433,A05045,kubernetes,kubernetes,2022,cpe:2.3:a:kubernetes:kubernetes:2022:*:*:*:*:*:*:*,golden-image
30434,A05045,apache,http_server,11.0,cpe:2.3:a:apache:http_server:11.0:*:*:*:*:*:*:*,manual
30435,A05045,docker,engine,2019,cpe:2.3:a:docker:docker:2019:*:*:*:*:*:*:*,manual
30436,A05046,mysql,mysql,1.1,cpe:2.3:a:oracle:mysql:1.1:*:*:*:*:*:*:*,package-manager
30437,A05046,microsoft,windows_server,10.0,cpe:2.3:o:microsoft:windows_server:10.0:*:*:*:*:*:*:*,package-manager
30438,A05046,nginx,nginx,2.1,cpe:2.3:a:nginx:nginx:2.1:*:*:*:*:*:*:*,package-manager
30439,A05046,vmware,esxi,9.0,cpe:2.3:o:vmware:esxi:9.0:*:*:*:*:*:*:*,package-manager
30440,A05046,apache,http_server,1.2,cpe:2.3:a:apache:http_server:1.2:*:*:*:*:*:*:*,golden-image
30441,A05046,kubernetes,kubernetes,1.2,cpe:2.3:a:kubernetes:kubernetes:1.2:*:*:*:*:*:*:*,package-manager
30442,A05046,ubuntu,linux,4.0,cpe:2.3:o:canonical:ubuntu_linux:4.0:*:*:*:*:*:*:*,golden-image
30443,A05046,openssl,openssl,1.0,cpe:2.3:a:openssl:openssl:1.0:*:*:*:*:*:*:*,golden-image
30444,A05046,redhat,enterprise_linux,6.0,cpe:2.3:o:redhat:enterprise_linux:6.0:*:*:*:*:*:*:*,package-manager
30445,A05047,redhat,enterprise_linux,5.0,cpe:2.3:o:redhat:enterprise_linux:5.0:*:*:*:*:*:*:*,golden-image
30446,A05047,openssl,openssl,1.0,cpe:2.3:a:openssl:openssl:1.0:*:*:*:*:*:*:*,package-manager
30447,A05047,nginx,nginx,3.1,cpe:2.3:a:nginx:nginx:3.1:*:*:*:*:*:*:*,golden-image
30448,A05047,postgresql,postgresql,4.0,cpe:2.3:a:postgresql:postgresql:4.0:*:*:*:*:*:*:*,golden-image
30449,A05048,postgresql,postgresql,5.0,cpe:2.3:a:postgresql:postgresql:5.0:*:*:*:*:*:*:*,package-manager
30450,A05048,vmware,esxi,3.1,cpe:2.3:o:vmware:esxi:3.1:*:*:*:*:*:*:*,golden-image
30451,A05048,elastic,elasticsearch,1.0,cpe:2.3:a:elastic:elasticsearch:1.0:*:*:*:*:*:*:*,package-manager
30452,A05048,mysql,mysql,1.0,cpe:2.3:a:oracle:mysql:1.0:*:*:*:*:*:*:*,golden-image
30453,A05048,microsoft,sql_server,1.2,cpe:2.3:a:microsoft:sql_server:1.2:*:*:*:*:*:*:*,package-manager
30454,A05049,microsoft,sql_server,9.0,cpe:2.3:a:microsoft:sql_server:9.0:*:*:*:*:*:*:*,package-manager
30455,A05049,kibana,kibana,2.1,cpe:2.3:a:elastic:kibana:2.1:*:*:*:*:*:*:*,package-manager
30456,A05049,microsoft,windows_server,1.2,cpe:2.3:o:microsoft:windows_server:1.2:*:*:*:*:*:*:*,manual
30457,A05049,openssl,openssl,2.1,cpe:2.3:a:openssl:openssl:2.1:*:*:*:*:*:*:*,package-manager
30458,A05049,elastic,elasticsearch,7.0,cpe:2.3:a:elastic:elasticsearch:7.0:*:*:*:*:*:*:*,package-manager
30459,A05049,postgresql,postgresql,7.0,cpe:2.3:a:postgresql:postgresql:7.0:*:*:*:*:*:*:*,golden-image
30460,A05050,nginx,nginx,9.0,cpe:2.3:a:nginx:nginx:9.0:*:*:*:*:*:*:*,package-manager
30461,A05050,openssl,openssl,5.0,cpe:2.3:a:openssl:openssl:5.0:*:*:*:*:*:*:*,package-manager
30462,A05050,kubernetes,kubernetes,1.0,cpe:2.3:a:kubernetes:kubernetes:1.0:*:*:*:*:*:*:*,package-manager
30463,A05050,apache,http_server,1.2,cpe:2.3:a:apache:http_server:1.2:*:*:*:*:*:*:*,golden-image
30464,A05050,mysql,mysql,1.1,cpe:2.3:a:oracle:mysql:1.1:*:*:*:*:*:*:*,golden-image
30465,A05051,nginx,nginx,1.2,cpe:2.3:a:nginx:nginx:1.2:*:*:*:*:*:*:*,package-manager
30466,A05051,apache,http_server,1.0,cpe:2.3:a:apache:http_server:1.0:*:*:*:*:*:*:*,package-manager
30467,A05051,openssl,openssl,2.0,cpe:2.3:a:openssl:openssl:2.0:*:*:*:*:*:*:*,golden-image
30468,A05051,ubuntu,linux,2.0,cpe:2.3:o:canonical:ubuntu_linux:2.0:*:*:*:*:*:*:*,golden-image
30469,A05051,vmware,esxi,1.0,cpe:2.3:o:vmware:esxi:1.0:*:*:*:*:*:*:*,package-manager
30470,A05051,kubernetes,kubernetes,8.0,cpe:2.3:a:kubernetes:kubernetes:8.0:*:*:*:*:*:*:*,package-manager
30471,A05051,elastic,elasticsearch,1.1,cpe:2.3:a:elastic:elasticsearch:1.1:*:*:*:*:*:*:*,package-manager
30472,A05051,microsoft,windows_server,12.0,cpe:2.3:o:microsoft:windows_server:12.0:*:*:*:*:*:*:*,manual
30473,A05052,vmware,esxi,5.0,cpe:2.3:o:vmware:esxi:5.0:*:*:*:*:*:*:*,package-manager
30474,A05052,mysql,mysql,3.1,cpe:2.3:a:oracle:mysql:3.1:*:*:*:*:*:*:*,golden-image
30475,A05052,microsoft,sql_server,7.0,cpe:2.3:a:microsoft:sql_server:7.0:*:*:*:*:*:*:*,package-manager
30476,A05052,openssl,openssl,10.0,cpe:2.3:a:openssl:openssl:10.0:*:*:*:*:*:*:*,manual
30477,A05053,kubernetes,kubernetes,1.0,cpe:2.3:a:kubernetes:kubernetes:1.0:*:*:*:*:*:*:*,manual
30478,A05053,kibana,kibana,2.1,cpe:2.3:a:elastic:kibana:2.1:*:*:*:*:*:*:*,package-manager
30479,A05053,vmware,esxi,12.0,cpe:2.3:o:vmware:esxi:12.0:*:*:*:*:*:*:*,package-manager
30480,A05053,elastic,elasticsearch,12.0,cpe:2.3:a:elastic:elasticsearch:12.0:*:*:*:*:*:*:*,golden-image
30481,A05053,ubuntu,linux,2022,cpe:2.3:o:canonical:ubuntu_linux:2022:*:*:*:*:*:*:*,golden-image
30482,A05053,microsoft,windows_server,3.0,cpe:2.3:o:microsoft:windows_server:3.0:*:*:*:*:*:*:*,package-manager
30483,A05053,nginx,nginx,4.0,cpe:2.3:a:nginx:nginx:4.0:*:*:*:*:*:*:*,package-manager
30484,A05053,apache,http_server,4.0,cpe:2.3:a:apache:http_server:4.0:*:*:*:*:*:*:*,package-manager
30485,A05053,postgresql,postgresql,2.0,cpe:2.3:a:postgresql:postgresql:2.0:*:*:*:*:*:*:*,golden-image
30486,A05054,redhat,enterprise_linux,2.0,cpe:2.3:o:redhat:enterprise_linux:2.0:*:*:*:*:*:*:*,golden-image
30487,A05054,openssl,openssl,11.0,cpe:2.3:a:openssl:openssl:11.0:*:*:*:*:*:*:*,package-manager
30488,A05054,vmware,esxi,2019,cpe:2.3:o:vmware:esxi:2019:*:*:*:*:*:*:*,golden-image
30489,A05054,elastic,elasticsearch,3.0,cpe:2.3:a:elastic:elasticsearch:3.0:*:*:*:*:*:*:*,package-manager
